ID,CrimeCode,Description,Weapon,Incidents
95569,4E,I,HANDS,1
95570,4E,I,HANDS,1
95572,4B,O,KNIFE,1
95574,4E,I,HANDS,1
95577,4E,I,HANDS,1
95580,4B,O,KNIFE,1
95581,4E,O,HANDS,1
95582,4E,I,HANDS,1
95586,4A,O,FIREARM,1
95591,4E,O,HANDS,1
95596,4D,I,HANDS,1
95601,4E,I,HANDS,1
95602,4B,O,KNIFE,1
95605,4E,O,HANDS,1
95606,4E,O,HANDS,1
95611,3AF,O,FIREARM,1
95612,4E,I,HANDS,1
95613,4A,O,FIREARM,1
95614,9S,O,FIREARM,1
95617,4E,O,HANDS,1
95618,3AF,O,FIREARM,1
95619,4E,I,HANDS,1
95620,3NK,O,KNIFE,1
95621,3NK,O,KNIFE,1
95623,4D,O,HANDS,1
95625,4E,I,HANDS,1
95627,4B,O,KNIFE,1
95629,3JF,O,FIREARM,1
95630,4C,I,OTHER,1
95634,4E,I,HANDS,1
95635,4E,I,HANDS,1
95642,4E,I,HANDS,1
95643,4E,I,HANDS,1
95644,4B,I,KNIFE,1
95648,3AJF,O,FIREARM,1
95649,3AF,O,FIREARM,1
95650,3AF,O,FIREARM,1
95651,4E,I,HANDS,1
95652,3AF,O,FIREARM,1
95654,4E,I,HANDS,1
95655,4A,I,FIREARM,1
95660,4C,O,OTHER,1
95664,4E,I,HANDS,1
95667,4E,I,HANDS,1
95673,4E,O,HANDS,1
95677,4E,I,HANDS,1
95680,4E,O,HANDS,1
95681,4E,I,HANDS,1
95683,4E,I,HANDS,1
95687,4D,I,HANDS,1
95688,4E,I,HANDS,1
95696,4C,I,OTHER,1
95697,4A,O,FIREARM,1
95699,9S,O,FIREARM,1
95705,4E,I,HANDS,1
95710,4E,I,HANDS,1
95712,4E,I,HANDS,1
95714,4E,I,HANDS,1
95715,3AO,O,OTHER,1
95717,4E,O,HANDS,1
95726,4E,O,HANDS,1
95728,4E,O,HANDS,1
95731,4A,I,FIREARM,1
95735,4E,I,HANDS,1
95737,4E,O,HANDS,1
95738,4E,O,HANDS,1
95746,3AO,O,OTHER,1
95753,4E,I,HANDS,1
95757,4E,I,HANDS,1
95758,4C,O,OTHER,1
95759,4E,I,HANDS,1
95763,4C,I,OTHER,1
95764,4E,I,HANDS,1
95765,4E,I,HANDS,1
95775,4C,O,OTHER,1
95777,4E,O,HANDS,1
95780,4E,I,HANDS,1
95783,3AF,O,FIREARM,1
95784,3CF,I,FIREARM,1
95787,4C,I,OTHER,1
95789,4A,O,FIREARM,1
95790,4C,I,OTHER,1
95791,4B,O,KNIFE,1
95792,4B,O,KNIFE,1
95793,4B,O,KNIFE,1
95794,4E,I,HANDS,1
95796,9S,O,FIREARM,1
95798,4E,O,HANDS,1
95800,4E,I,HANDS,1
95802,1F,O,FIREARM,1
95803,4E,O,HANDS,1
95804,4E,I,HANDS,1
95805,4E,I,HANDS,1
95806,3CK,I,KNIFE,1
95808,4E,I,HANDS,1
95812,4E,O,HANDS,1
95813,4E,I,HANDS,1
95820,3AF,O,FIREARM,1
95824,4E,I,HANDS,1
95825,4E,,HANDS,1
95833,4C,O,OTHER,1
95834,4E,I,HANDS,1
95835,4E,,HANDS,1
95840,4C,O,OTHER,1
95852,4C,O,OTHER,1
95853,4C,O,OTHER,1
95860,4A,O,FIREARM,1
95865,4B,O,KNIFE,1
95866,4B,O,KNIFE,1
95871,4A,O,FIREARM,1
95873,2A,I,OTHER,1
95874,9S,O,FIREARM,1
95878,4E,O,HANDS,1
95879,4D,O,HANDS,1
95883,4E,I,HANDS,1
95887,3AF,O,FIREARM,1
95889,1F,O,FIREARM,1
95896,4C,O,OTHER,1
95897,4C,O,OTHER,1
95901,4E,I,HANDS,1
95904,4B,O,KNIFE,1
95906,3JF,I,FIREARM,1
95907,4A,I,FIREARM,1
95908,3JF,I,FIREARM,1
95910,4E,I,HANDS,1
95914,3AO,I,OTHER,1
95919,4C,O,OTHER,1
95932,4E,O,HANDS,1
95933,4E,I,HANDS,1
95935,4E,O,HANDS,1
95938,4E,I,HANDS,1
95939,4E,I,HANDS,1
95942,4B,O,KNIFE,1
95943,4E,O,HANDS,1
95944,4E,O,HANDS,1
95945,4E,O,HANDS,1
95948,4E,I,HANDS,1
95949,4E,I,HANDS,1
95951,3NF,O,FIREARM,1
95952,4E,O,HANDS,1
95955,4E,I,HANDS,1
95958,4E,O,HANDS,1
95962,4E,I,HANDS,1
95966,4E,I,HANDS,1
95967,4E,I,HANDS,1
95970,4E,I,HANDS,1
95971,4E,I,HANDS,1
95972,4E,O,HANDS,1
95976,1K,I,KNIFE,1
95977,4E,I,HANDS,1
95981,4E,O,HANDS,1
95982,4C,O,OTHER,1
95984,4E,O,HANDS,1
95985,4E,I,HANDS,1
96000,4C,O,OTHER,1
96003,4E,I,HANDS,1
96004,4E,O,HANDS,1
96012,4E,O,HANDS,1
96013,4E,I,HANDS,1
96014,4E,I,HANDS,1
96022,4E,O,HANDS,1
96024,4B,O,KNIFE,1
96027,4E,I,HANDS,1
96030,4E,I,HANDS,1
96033,4B,O,KNIFE,1
96034,4B,O,KNIFE,1
96036,3AK,O,KNIFE,1
96037,2A,I,OTHER,1
96038,4C,I,OTHER,1
96039,4C,I,OTHER,1
96040,2A,O,OTHER,1
96045,4E,O,HANDS,1
96047,4E,I,HANDS,1
96052,4E,O,HANDS,1
96055,4C,I,OTHER,1
96056,4C,I,OTHER,1
96061,4C,O,OTHER,1
96066,4E,O,HANDS,1
96068,4C,I,OTHER,1
96069,4E,O,HANDS,1
96072,4E,I,HANDS,1
96073,4E,I,HANDS,1
96074,3AF,O,FIREARM,1
96077,4A,O,FIREARM,1
96079,3AF,O,FIREARM,1
96083,9S,O,FIREARM,1
96085,4E,O,HANDS,1
96096,4E,I,HANDS,1
96097,1K,I,KNIFE,1
96100,4E,O,HANDS,1
96101,4E,O,HANDS,1
96103,3CF,I,FIREARM,1
96105,4E,I,HANDS,1
96108,4E,I,HANDS,1
96109,4C,I,OTHER,1
96110,4E,O,HANDS,1
96125,4E,I,HANDS,1
96126,4E,I,HANDS,1
96129,4E,I,HANDS,1
96134,4E,O,HANDS,1
96135,3CF,I,FIREARM,1
96136,4E,O,HANDS,1
96137,4E,O,HANDS,1
96138,4E,O,HANDS,1
96141,4E,O,HANDS,1
96142,4E,O,HANDS,1
96143,4E,O,HANDS,1
96144,4E,,HANDS,1
96149,4C,O,OTHER,1
96156,4B,I,KNIFE,1
96157,4B,I,KNIFE,1
96165,4E,O,HANDS,1
96167,4E,O,HANDS,1
96168,4E,I,HANDS,1
96171,4E,I,HANDS,1
96174,4C,I,OTHER,1
96176,4E,I,HANDS,1
96186,4E,I,HANDS,1
96188,4E,I,HANDS,1
96190,4E,I,HANDS,1
96191,4B,I,KNIFE,1
96192,4E,I,HANDS,1
96195,4B,I,KNIFE,1
96199,4E,I,HANDS,1
96200,4E,I,HANDS,1
96202,4B,O,KNIFE,1
96205,4E,O,HANDS,1
96207,4E,O,HANDS,1
96208,4E,I,HANDS,1
96210,4C,I,OTHER,1
96213,3AJF,O,FIREARM,1
96214,4E,I,HANDS,1
96222,4B,I,KNIFE,1
96226,2A,I,OTHER,1
96227,4E,I,HANDS,1
96233,4E,O,HANDS,1
96235,3AF,O,FIREARM,1
96236,4E,O,HANDS,1
96238,4E,O,HANDS,1
96240,3AJF,O,FIREARM,1
96244,4E,I,HANDS,1
96249,4C,I,OTHER,1
96252,4E,O,HANDS,1
96253,4E,O,HANDS,1
96257,4C,I,OTHER,1
96258,4E,I,HANDS,1
96261,4E,I,HANDS,1
96263,4E,O,HANDS,1
96264,4B,O,KNIFE,1
96271,4E,O,HANDS,1
96278,4D,I,HANDS,1
96280,4E,O,HANDS,1
96285,4E,O,HANDS,1
96286,4E,I,HANDS,1
96293,4E,O,HANDS,1
96298,4A,O,FIREARM,1
96299,3AF,O,FIREARM,1
96300,4B,I,KNIFE,1
96301,4E,I,HANDS,1
96303,4C,I,OTHER,1
96306,4E,O,HANDS,1
96309,4B,I,KNIFE,1
96313,4E,O,HANDS,1
96314,4E,O,HANDS,1
96321,4E,O,HANDS,1
96323,4E,I,HANDS,1
96327,4E,I,HANDS,1
96329,3AK,O,KNIFE,1
96341,4E,I,HANDS,1
96342,3AF,O,FIREARM,1
96355,4E,I,HANDS,1
96357,4E,I,HANDS,1
96358,4E,I,HANDS,1
96361,4E,I,HANDS,1
96362,4E,I,HANDS,1
96371,4E,I,HANDS,1
96374,4E,I,HANDS,1
96375,2A,I,OTHER,1
96390,4E,O,HANDS,1
96392,4D,O,HANDS,1
96393,4B,I,KNIFE,1
96399,4E,I,HANDS,1
96400,3AO,O,OTHER,1
96401,4E,O,HANDS,1
96410,4C,I,OTHER,1
96411,4E,I,HANDS,1
96412,4D,O,HANDS,1
96421,4E,O,HANDS,1
96422,3AF,O,FIREARM,1
96426,3CF,I,FIREARM,1
96427,4E,I,HANDS,1
96428,4E,,HANDS,1
96429,4E,I,HANDS,1
96436,4E,I,HANDS,1
96439,4C,I,OTHER,1
96443,3AF,O,FIREARM,1
96445,4B,I,KNIFE,1
96449,4E,I,HANDS,1
96451,3AF,O,FIREARM,1
96452,4E,O,HANDS,1
96457,4E,I,HANDS,1
96459,3AF,O,FIREARM,1
96460,1F,O,FIREARM,1
96466,4E,I,HANDS,1
96468,3AK,O,KNIFE,1
96475,1O,O,OTHER,1
96477,4E,I,HANDS,1
96484,4E,O,HANDS,1
96488,2A,I,OTHER,1
96489,4E,O,HANDS,1
96493,3CF,I,FIREARM,1
96495,3AK,O,KNIFE,1
96509,3AF,O,FIREARM,1
96510,4E,O,HANDS,1
96511,4C,I,OTHER,1
96512,4E,O,HANDS,1
96515,3CF,O,FIREARM,1
96517,4E,I,HANDS,1
96518,4E,I,HANDS,1
96519,4E,O,HANDS,1
96522,4C,O,OTHER,1
96524,4E,O,HANDS,1
96525,4E,O,HANDS,1
96526,4C,O,OTHER,1
96533,4E,I,HANDS,1
96534,4C,I,OTHER,1
96535,3AK,I,KNIFE,1
96536,4B,,KNIFE,1
96537,4B,,KNIFE,1
96541,4E,O,HANDS,1
96542,4C,I,OTHER,1
96550,4C,O,OTHER,1
96552,2A,O,OTHER,1
96559,4E,I,HANDS,1
96560,4E,I,HANDS,1
96561,4E,I,HANDS,1
96562,4E,O,HANDS,1
96564,4E,I,HANDS,1
96565,4E,I,HANDS,1
96566,4A,O,FIREARM,1
96567,4A,I,FIREARM,1
96569,4E,O,HANDS,1
96570,4A,I,FIREARM,1
96571,4E,O,HANDS,1
96578,4B,I,KNIFE,1
96579,4E,I,HANDS,1
96583,4B,I,KNIFE,1
96584,4B,O,KNIFE,1
96585,4E,I,HANDS,1
96586,4E,O,HANDS,1
96591,4E,O,HANDS,1
96594,4E,O,HANDS,1
96595,4A,O,FIREARM,1
96596,3AF,O,FIREARM,1
96597,9S,O,FIREARM,1
96599,4E,I,HANDS,1
96606,4E,I,HANDS,1
96612,4E,I,HANDS,1
96615,4E,I,HANDS,1
96619,4D,O,HANDS,1
96621,4E,I,HANDS,1
96623,3NF,I,FIREARM,1
96625,4E,I,HANDS,1
96626,4E,I,HANDS,1
96632,3AF,O,FIREARM,1
96636,4A,O,FIREARM,1
96640,4E,I,HANDS,1
96642,9S,O,FIREARM,1
96644,4C,I,OTHER,1
96647,4D,O,HANDS,1
96648,3JF,I,FIREARM,1
96651,1F,O,FIREARM,1
96659,4E,I,HANDS,1
96664,4E,O,HANDS,1
96665,4C,O,OTHER,1
96667,4E,O,HANDS,1
96668,4C,O,OTHER,1
96670,4E,I,HANDS,1
96671,3AO,O,OTHER,1
96673,3AK,O,KNIFE,1
96678,4E,O,HANDS,1
96680,4E,I,HANDS,1
96681,4E,O,HANDS,1
96686,4B,I,KNIFE,1
96688,4E,I,HANDS,1
96694,4E,O,HANDS,1
96697,4E,O,HANDS,1
96700,4E,O,HANDS,1
96701,4E,O,HANDS,1
96703,3JK,I,KNIFE,1
96705,4E,I,HANDS,1
96709,4E,I,HANDS,1
96710,4A,O,FIREARM,1
96711,9S,O,FIREARM,1
96713,4A,O,FIREARM,1
96714,3JK,I,KNIFE,1
96717,9S,O,FIREARM,1
96718,1F,O,FIREARM,1
96719,3AF,I,FIREARM,1
96722,4B,O,KNIFE,1
96726,4C,I,OTHER,1
96727,2A,O,OTHER,1
96728,3AF,O,FIREARM,1
96730,3CF,I,FIREARM,1
96733,1K,O,KNIFE,1
96737,4E,I,HANDS,1
96742,4B,O,KNIFE,1
96745,3AF,O,FIREARM,1
96757,4E,O,HANDS,1
96763,4E,I,HANDS,1
96766,3CK,I,KNIFE,1
96772,4E,I,HANDS,1
96782,4E,I,HANDS,1
96783,4C,O,OTHER,1
96786,4C,O,OTHER,1
96787,3AF,O,FIREARM,1
96788,4E,O,HANDS,1
96791,4C,O,OTHER,1
96792,4A,O,FIREARM,1
96794,4E,I,HANDS,1
96799,3AO,O,OTHER,1
96800,4E,I,HANDS,1
96805,4C,O,OTHER,1
96807,4E,O,HANDS,1
96808,4E,O,HANDS,1
96813,4D,I,HANDS,1
96817,4B,I,KNIFE,1
96823,4E,O,HANDS,1
96825,4B,I,KNIFE,1
96826,4C,O,OTHER,1
96830,4E,O,HANDS,1
96831,4E,O,HANDS,1
96832,1F,O,FIREARM,1
96833,3JF,I,FIREARM,1
96839,4E,I,HANDS,1
96844,4E,I,HANDS,1
96845,4D,I,HANDS,1
96849,4D,O,HANDS,1
96852,4E,O,HANDS,1
96854,4E,O,HANDS,1
96856,4E,O,HANDS,1
96859,3CF,I,FIREARM,1
96864,4B,I,KNIFE,1
96865,4E,I,HANDS,1
96866,4C,I,OTHER,1
96867,3AO,O,OTHER,1
96869,4C,I,OTHER,1
96871,3AF,O,FIREARM,1
96874,1K,I,KNIFE,1
96875,2A,O,OTHER,1
96876,4E,O,HANDS,1
96877,4E,O,HANDS,1
96878,4C,O,OTHER,1
96879,4E,I,HANDS,1
96880,3AF,O,FIREARM,1
96881,4C,O,OTHER,1
96883,3AK,O,KNIFE,1
96884,4B,O,KNIFE,1
96885,4C,O,OTHER,1
96887,4E,I,HANDS,1
96888,4E,I,HANDS,1
96889,3AK,O,KNIFE,1
96891,3CF,I,FIREARM,1
96901,1F,O,FIREARM,1
96902,3AF,I,FIREARM,1
96903,4E,O,HANDS,1
96905,4E,O,HANDS,1
96908,4A,I,FIREARM,1
96911,4E,O,HANDS,1
96918,3AF,O,FIREARM,1
96919,4D,O,HANDS,1
96920,4D,O,HANDS,1
96921,3CK,I,KNIFE,1
96933,4C,O,OTHER,1
96935,4E,I,HANDS,1
96942,4E,I,HANDS,1
96943,4E,I,HANDS,1
96944,4E,I,HANDS,1
96959,4D,O,HANDS,1
96962,4B,I,KNIFE,1
96972,4E,O,HANDS,1
96977,3CF,I,FIREARM,1
96979,4E,I,HANDS,1
96980,4E,I,HANDS,1
96987,3AF,O,FIREARM,1
96988,4E,I,HANDS,1
96991,4E,I,HANDS,1
96992,4E,I,HANDS,1
96993,4E,I,HANDS,1
96994,4C,O,OTHER,1
96995,4E,I,HANDS,1
97003,4B,I,KNIFE,1
97004,4B,I,KNIFE,1
97015,4B,O,KNIFE,1
97016,4E,O,HANDS,1
97020,4C,O,OTHER,1
97021,4E,O,HANDS,1
97027,4E,O,HANDS,1
97028,4E,I,HANDS,1
97029,4E,I,HANDS,1
97030,4E,I,HANDS,1
97031,4A,I,FIREARM,1
97041,4E,I,HANDS,1
97042,4E,I,HANDS,1
97043,4B,O,KNIFE,1
97044,4E,I,HANDS,1
97049,3AF,O,FIREARM,1
97050,3AF,O,FIREARM,1
97052,2A,I,OTHER,1
97056,3AF,O,FIREARM,1
97057,4C,O,OTHER,1
97061,4E,I,HANDS,1
97065,3AK,O,KNIFE,1
97067,4C,O,OTHER,1
97070,4C,O,OTHER,1
97072,4A,O,FIREARM,1
97080,4A,O,FIREARM,1
97081,9S,O,FIREARM,1
97089,4E,I,HANDS,1
97092,3AF,O,FIREARM,1
97093,4A,I,FIREARM,1
97095,9S,O,FIREARM,1
97099,4E,O,HANDS,1
97100,3CF,I,FIREARM,1
97108,4E,O,HANDS,1
97114,3AO,O,OTHER,1
97115,3AJF,O,FIREARM,1
97116,4E,I,HANDS,1
97117,3AF,I,FIREARM,1
97124,4E,I,HANDS,1
97133,4B,I,KNIFE,1
97134,4E,O,HANDS,1
97137,4E,I,HANDS,1
97140,4E,O,HANDS,1
97148,4E,I,HANDS,1
97151,3GK,I,KNIFE,1
97154,4E,O,HANDS,1
97165,4E,I,HANDS,1
97166,4E,I,HANDS,1
97167,4E,O,HANDS,1
97168,4E,I,HANDS,1
97170,4E,I,HANDS,1
97171,3AK,I,KNIFE,1
97172,4E,O,HANDS,1
97173,4E,I,HANDS,1
97182,4C,O,OTHER,1
97183,3CF,I,FIREARM,1
97185,4E,I,HANDS,1
97187,3CF,I,FIREARM,1
97190,4E,I,HANDS,1
97193,4B,O,KNIFE,1
97195,4D,O,HANDS,1
97201,4B,I,KNIFE,1
97204,4A,,FIREARM,1
97205,4A,I,FIREARM,1
97206,3JF,I,FIREARM,1
97207,3JF,I,FIREARM,1
97209,3AJF,O,FIREARM,1
97212,4E,O,HANDS,1
97213,3AF,O,FIREARM,1
97214,4B,I,KNIFE,1
97227,4C,,OTHER,1
97228,4E,I,HANDS,1
97230,4E,I,HANDS,1
97235,4E,,HANDS,1
97236,4E,I,HANDS,1
97237,4B,I,KNIFE,1
97239,3AF,O,FIREARM,1
97240,3AF,O,FIREARM,1
97241,3AF,O,FIREARM,1
97242,4E,O,HANDS,1
97244,3AF,O,FIREARM,1
97246,4E,I,HANDS,1
97247,3AJF,O,FIREARM,1
97248,9S,O,FIREARM,1
97249,4E,O,HANDS,1
97250,4A,O,FIREARM,1
97251,9S,I,FIREARM,1
97253,4E,O,HANDS,1
97254,4A,O,FIREARM,1
97255,4B,I,KNIFE,1
97273,9S,O,FIREARM,1
97274,4E,I,HANDS,1
97277,3AO,O,OTHER,1
97278,3AO,O,OTHER,1
97279,3CF,I,FIREARM,1
97283,4B,I,KNIFE,1
97288,3AF,O,FIREARM,1
97289,3AO,I,OTHER,1
97291,4D,O,HANDS,1
97298,4E,O,HANDS,1
97300,4E,I,HANDS,1
97309,4E,I,HANDS,1
97312,4E,O,HANDS,1
97315,3CF,I,FIREARM,1
97316,4E,O,HANDS,1
97321,4E,O,HANDS,1
97322,4B,O,KNIFE,1
97324,4E,I,HANDS,1
97332,4E,O,HANDS,1
97348,4E,I,HANDS,1
97349,4E,I,HANDS,1
97350,4D,I,HANDS,1
97352,4E,I,HANDS,1
97354,4C,O,OTHER,1
97356,4E,O,HANDS,1
97359,4E,I,HANDS,1
97361,4E,O,HANDS,1
97363,4A,O,FIREARM,1
97364,4E,I,HANDS,1
97365,3AF,O,FIREARM,1
97368,4E,O,HANDS,1
97369,4E,O,HANDS,1
97371,4C,I,OTHER,1
97372,4C,I,OTHER,1
97374,4C,,OTHER,1
97375,4C,I,OTHER,1
97376,3AF,O,FIREARM,1
97377,3AF,O,FIREARM,1
97378,3AF,O,FIREARM,1
97379,4A,O,FIREARM,1
97380,3AF,O,FIREARM,1
97383,4E,I,HANDS,1
97384,2A,O,OTHER,1
97389,4E,I,HANDS,1
97393,4C,I,OTHER,1
97395,2A,I,OTHER,1
97397,4A,I,FIREARM,1
97412,4E,O,HANDS,1
97415,4C,O,OTHER,1
97418,4B,I,KNIFE,1
97421,4E,I,HANDS,1
97424,2A,I,OTHER,1
97428,4E,I,HANDS,1
97429,2A,I,OTHER,1
97430,4E,I,HANDS,1
97435,4E,O,HANDS,1
97436,4C,O,OTHER,1
97437,4C,O,OTHER,1
97439,4E,I,HANDS,1
97442,3CF,I,FIREARM,1
97447,4C,I,OTHER,1
97449,4B,O,KNIFE,1
97450,4E,O,HANDS,1
97451,4E,O,HANDS,1
97452,4C,I,OTHER,1
97453,4E,I,HANDS,1
97457,2A,O,OTHER,1
97461,4E,I,HANDS,1
97465,4C,I,OTHER,1
97468,4E,I,HANDS,1
97471,4E,I,HANDS,1
97473,4C,O,OTHER,1
97474,4E,I,HANDS,1
97475,4C,O,OTHER,1
97477,1O,O,OTHER,1
97478,1O,O,OTHER,1
97480,3AF,O,FIREARM,1
97481,3JO,I,OTHER,1
97488,4E,I,HANDS,1
97490,4E,I,HANDS,1
97492,4E,I,HANDS,1
97493,4E,I,HANDS,1
97494,4E,I,HANDS,1
97495,9S,O,FIREARM,1
97500,9S,O,FIREARM,1
97502,4E,O,HANDS,1
97503,4E,O,HANDS,1
97504,4E,O,HANDS,1
97505,3JO,I,OTHER,1
97506,4E,O,HANDS,1
97507,4E,O,HANDS,1
97508,4E,I,HANDS,1
97510,4E,O,HANDS,1
97514,4E,O,HANDS,1
97516,4C,O,OTHER,1
97517,4B,I,KNIFE,1
97518,4E,O,HANDS,1
97520,4E,O,HANDS,1
97521,3AF,O,FIREARM,1
97523,4E,I,HANDS,1
97524,4B,I,KNIFE,1
97525,4B,I,KNIFE,1
97526,4B,I,KNIFE,1
97527,4C,I,OTHER,1
97531,4E,I,HANDS,1
97533,4A,,FIREARM,1
97535,4E,I,HANDS,1
97536,4C,I,OTHER,1
97537,1F,O,FIREARM,1
97539,4A,I,FIREARM,1
97540,4C,I,OTHER,1
97546,4C,I,OTHER,1
97551,4E,O,HANDS,1
97559,4E,I,HANDS,1
97562,4E,O,HANDS,1
97563,4E,I,HANDS,1
97565,4E,I,HANDS,1
97568,4E,I,HANDS,1
97572,4B,O,KNIFE,1
97573,4C,I,OTHER,1
97582,4E,O,HANDS,1
97583,4D,I,HANDS,1
97584,4B,O,KNIFE,1
97585,4B,I,KNIFE,1
97586,4C,I,OTHER,1
97589,4C,O,OTHER,1
97590,3CF,O,FIREARM,1
97594,4E,I,HANDS,1
97595,4E,I,HANDS,1
97598,4E,I,HANDS,1
97600,4B,O,KNIFE,1
97601,4E,O,HANDS,1
97602,4E,O,HANDS,1
97604,4B,O,KNIFE,1
97609,4B,I,KNIFE,1
97614,4E,I,HANDS,1
97617,4C,I,OTHER,1
97618,4C,I,OTHER,1
97619,4A,O,FIREARM,1
97628,4C,I,OTHER,1
97630,4E,I,HANDS,1
97632,4C,O,OTHER,1
97633,4E,I,HANDS,1
97636,3CF,I,FIREARM,1
97637,3CF,I,FIREARM,1
97638,3CF,I,FIREARM,1
97639,4E,O,HANDS,1
97640,4E,O,HANDS,1
97646,4B,O,KNIFE,1
97648,4E,O,HANDS,1
97649,4E,I,HANDS,1
97653,4E,I,HANDS,1
97655,4C,O,OTHER,1
97656,4E,I,HANDS,1
97657,4D,I,HANDS,1
97659,4E,I,HANDS,1
97675,4E,I,HANDS,1
97679,4B,O,KNIFE,1
97680,4B,O,KNIFE,1
97682,4E,O,HANDS,1
97688,4E,O,HANDS,1
97689,4D,I,HANDS,1
97691,4E,I,HANDS,1
97694,4B,I,KNIFE,1
97702,4C,O,OTHER,1
97708,4C,O,OTHER,1
97709,4E,O,HANDS,1
97710,4E,I,HANDS,1
97718,4E,I,HANDS,1
97720,4E,I,HANDS,1
97725,4E,O,HANDS,1
97727,4E,O,HANDS,1
97732,4E,O,HANDS,1
97735,4D,O,HANDS,1
97739,4C,O,OTHER,1
97740,3AF,O,FIREARM,1
97744,4D,I,HANDS,1
97745,4E,I,HANDS,1
97748,4C,I,OTHER,1
97749,1F,O,FIREARM,1
97751,3AF,I,FIREARM,1
97753,4C,O,OTHER,1
97754,4C,O,OTHER,1
97756,3AF,O,FIREARM,1
97757,4B,I,KNIFE,1
97758,4B,I,KNIFE,1
97759,4B,O,KNIFE,1
97769,4B,I,KNIFE,1
97770,4E,O,HANDS,1
97773,4E,I,HANDS,1
97775,4E,I,HANDS,1
97777,4D,I,HANDS,1
97780,4E,O,HANDS,1
97782,4E,O,HANDS,1
97783,4E,I,HANDS,1
97786,4C,I,OTHER,1
97789,4B,I,KNIFE,1
97793,4E,O,HANDS,1
97794,4B,O,KNIFE,1
97800,3AF,O,FIREARM,1
97806,3AF,O,FIREARM,1
97807,4C,O,OTHER,1
97812,4E,O,HANDS,1
97814,4B,O,KNIFE,1
97821,4E,O,HANDS,1
97822,4E,I,HANDS,1
97826,4E,O,HANDS,1
97829,4E,O,HANDS,1
97830,4E,O,HANDS,1
97834,4E,I,HANDS,1
97836,3AF,O,FIREARM,1
97840,4D,I,HANDS,1
97841,3CK,O,KNIFE,1
97843,4D,I,HANDS,1
97847,3AK,O,KNIFE,1
97852,4E,O,HANDS,1
97854,4E,I,HANDS,1
97856,4E,O,HANDS,1
97861,4C,I,OTHER,1
97863,9S,O,FIREARM,1
97864,4B,O,KNIFE,1
97865,4E,I,HANDS,1
97866,4B,O,KNIFE,1
97867,4E,O,HANDS,1
97869,4E,I,HANDS,1
97870,4C,O,OTHER,1
97871,4E,I,HANDS,1
97873,2A,I,OTHER,1
97875,4E,I,HANDS,1
97877,4E,O,HANDS,1
97878,4C,O,OTHER,1
97879,4E,O,HANDS,1
97882,1F,O,FIREARM,1
97883,3AF,O,FIREARM,1
97886,4E,I,HANDS,1
97892,4D,I,HANDS,1
97897,4E,I,HANDS,1
97898,4E,O,HANDS,1
97899,4E,O,HANDS,1
97902,4E,I,HANDS,1
97903,4E,O,HANDS,1
97906,4C,I,OTHER,1
97907,4E,I,HANDS,1
97909,4B,O,KNIFE,1
97915,4C,I,OTHER,1
97917,3AK,O,KNIFE,1
97919,4B,I,KNIFE,1
97929,4E,O,HANDS,1
97936,4C,I,OTHER,1
97939,4E,I,HANDS,1
97940,4E,I,HANDS,1
97943,4E,I,HANDS,1
97950,3CF,I,FIREARM,1
97952,4A,O,FIREARM,1
97954,4B,O,KNIFE,1
97955,9S,O,FIREARM,1
97960,4E,O,HANDS,1
97964,4E,O,HANDS,1
97969,4D,O,HANDS,1
97970,4E,O,HANDS,1
97975,4E,O,HANDS,1
97981,3AK,O,KNIFE,1
97986,4E,I,HANDS,1
97991,4B,O,KNIFE,1
97998,3AF,I,FIREARM,1
98000,4A,I,FIREARM,1
98001,4E,I,HANDS,1
98002,4D,I,HANDS,1
98003,3CF,I,FIREARM,1
98005,9S,O,FIREARM,1
98006,9S,O,FIREARM,1
98007,9S,O,FIREARM,1
98010,4C,O,OTHER,1
98011,4D,O,HANDS,1
98014,3AO,I,OTHER,1
98020,4E,I,HANDS,1
98025,4E,O,HANDS,1
98026,4E,I,HANDS,1
98031,3NO,I,OTHER,1
98032,4E,I,HANDS,1
98033,4A,I,FIREARM,1
98036,3AF,O,FIREARM,1
98040,3AF,O,FIREARM,1
98043,4A,I,FIREARM,1
98045,3AO,O,OTHER,1
98062,4A,O,FIREARM,1
98063,3AK,O,KNIFE,1
98064,4C,I,OTHER,1
98072,4C,I,OTHER,1
98078,4E,I,HANDS,1
98085,4E,I,HANDS,1
98087,4E,I,HANDS,1
98089,4C,I,OTHER,1
98091,4E,I,HANDS,1
98095,4A,O,FIREARM,1
98096,4A,O,FIREARM,1
98097,4A,O,FIREARM,1
98099,4D,I,HANDS,1
98101,4E,I,HANDS,1
98104,4E,O,HANDS,1
98111,4D,O,HANDS,1
98112,4E,I,HANDS,1
98116,4E,I,HANDS,1
98119,4E,O,HANDS,1
98121,4E,I,HANDS,1
98127,4E,O,HANDS,1
98130,3CF,I,FIREARM,1
98132,4D,O,HANDS,1
98133,4C,O,OTHER,1
98134,4E,O,HANDS,1
98135,3AF,O,FIREARM,1
98139,4E,O,HANDS,1
98140,4E,O,HANDS,1
98141,4B,O,KNIFE,1
98146,4E,I,HANDS,1
98150,4C,O,OTHER,1
98151,4E,I,HANDS,1
98152,4E,O,HANDS,1
98155,1F,O,FIREARM,1
98157,4E,I,HANDS,1
98158,4E,O,HANDS,1
98159,4A,O,FIREARM,1
98160,4E,I,HANDS,1
